@RELATION svm_paper_noise
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {002-Noise,001-Paper}

@DATA
0.062205,0.000571,2.327016,0.117239,0.102569,0.584406,0.002846,0.092868,-44.199346,-0.082150,0.338605,0.369797,0.084746,0.193867,0.082931,0.167078,0.024286,0.043778,0.109928,0.026036,0.023043,0.001846,0.000675,0.010124,0.001326,0.109281,0.000903,0.035036,0.000712,0.000518,0.001331,0.003003,0.000590,0.036546,-0.002432,-0.000000,-0.008881,-0.003218,-0.002088,-0.023740,0.000000,-0.004646,-0.109824,-0.004683,-0.012550,-0.007233,-0.001951,-0.004411,-0.000029,0.000413,-0.001215,0.001149,-0.002040,0.000971,-0.001314,-0.000011,-0.000008,-0.000438,-0.000034,0.001546,-0.000015,-0.000238,-0.000032,-0.000014,-0.000030,-0.000035,-0.000010,0.000336,0.037191,0.001899,0.412358,0.042686,0.039101,0.390825,0.005327,0.083637,2.787905,0.759586,0.323998,0.226877,0.214790,0.171124,0.145495,0.132701,0.097831,0.128665,0.100788,0.086596,0.101583,0.003032,0.000818,0.016071,0.001352,0.034704,0.001366,0.041114,0.001231,0.000647,0.001884,0.004289,0.000623,0.012060,0.032425,0.002678,0.574347,0.030638,0.026004,0.327652,0.007345,0.080184,2.158926,0.723330,0.348870,0.202738,0.160176,0.170464,0.145321,0.160856,0.114964,0.138673,0.125734,0.112279,0.134114,0.003504,0.001141,0.021470,0.001568,0.030471,0.001609,0.045563,0.001553,0.000835,0.002257,0.005695,0.000717,0.012276,002-Noise
0.080971,0.008782,3.158752,0.169422,0.183654,0.627878,0.004104,0.103049,-27.408300,1.542193,0.301415,0.443256,0.184786,0.260129,0.152685,-0.049092,-0.232705,0.080653,0.089309,-0.215196,-0.110402,0.012167,0.003862,0.041028,0.014080,0.043169,0.007990,0.024591,0.012910,0.007249,0.011989,0.022952,0.001521,0.022413,0.000181,0.000535,0.000852,-0.000602,-0.000874,0.000855,0.000073,0.000871,0.039201,-0.024979,-0.005699,-0.001642,0.002491,0.014111,-0.003355,-0.005250,-0.009186,0.004460,0.005610,-0.007426,0.000365,-0.000012,-0.000057,-0.000347,-0.000045,-0.000579,-0.000066,-0.000403,0.000006,0.000851,-0.000210,-0.000146,-0.000020,0.000069,0.013751,0.013922,0.124842,0.018311,0.016329,0.187173,0.003230,0.033887,0.971934,0.562496,0.342720,0.172740,0.229517,0.307565,0.208609,0.254780,0.266443,0.228362,0.204302,0.187358,0.148741,0.010780,0.002731,0.029490,0.013305,0.034738,0.007114,0.014880,0.018538,0.009836,0.008820,0.018350,0.001158,0.007315,0.015772,0.008355,0.164817,0.016466,0.013966,0.180419,0.003435,0.040464,0.530398,0.375547,0.300612,0.195440,0.251345,0.241339,0.187449,0.262321,0.254734,0.219893,0.195131,0.213367,0.182429,0.013008,0.003236,0.036457,0.017668,0.035435,0.009496,0.021006,0.017266,0.009874,0.010167,0.023243,0.001459,0.009231,002-Noise
0.074918,0.008903,3.127334,0.160004,0.178428,0.565722,0.005213,0.100064,-26.902878,1.476665,0.168702,0.390705,0.173153,0.267551,0.098614,0.020992,-0.189513,0.067002,0.152460,-0.256064,-0.069196,0.013426,0.006048,0.020093,0.012316,0.038425,0.006382,0.028627,0.007115,0.015502,0.011246,0.031243,0.001783,0.022379,-0.000154,0.000017,-0.000817,-0.000316,-0.000292,-0.004077,0.000122,-0.000245,0.008058,-0.006737,-0.003211,0.002093,-0.005169,-0.000851,0.001081,-0.001698,-0.005805,-0.000228,0.004633,-0.004975,0.001641,0.000018,-0.000079,-0.000111,-0.000012,-0.000634,-0.000047,0.000512,0.000007,-0.000007,-0.000310,-0.000415,-0.000007,-0.000018,0.015795,0.010893,0.186123,0.019718,0.017471,0.198009,0.002989,0.035323,1.111782,0.441276,0.341605,0.247631,0.239409,0.355749,0.185412,0.295023,0.253211,0.287252,0.247740,0.173782,0.161324,0.011751,0.008068,0.014149,0.012708,0.030237,0.006411,0.021597,0.013450,0.022508,0.008127,0.026301,0.001317,0.008772,0.017095,0.008186,0.281530,0.015579,0.017010,0.178445,0.003130,0.038702,0.784821,0.285895,0.358847,0.273040,0.284041,0.308847,0.235150,0.282086,0.274457,0.259903,0.255468,0.210304,0.206334,0.015189,0.010791,0.019487,0.017469,0.033381,0.008788,0.021752,0.018441,0.020745,0.009557,0.027549,0.001767,0.009952,002-Noise
0.079714,0.012762,3.174929,0.170463,0.184016,0.643819,0.003586,0.100853,-24.901897,1.569668,0.356740,0.610081,0.171239,0.045661,0.070246,0.098756,-0.134068,-0.147073,0.007735,-0.040800,-0.126645,0.012743,0.003069,0.042993,0.022531,0.049010,0.009760,0.019437,0.001256,0.003486,0.010684,0.018695,0.001960,0.021089,-0.000141,0.000011,-0.000651,-0.000134,-0.000064,-0.001613,0.000018,-0.000535,0.001349,0.001372,0.002877,0.003084,0.001098,-0.000896,0.000326,-0.000381,-0.003399,-0.002774,-0.002811,0.000801,-0.000066,0.000067,0.000003,-0.000421,0.000356,0.000399,0.000188,-0.000253,-0.000039,-0.000029,-0.000029,-0.000033,-0.000018,-0.000077,0.014839,0.012089,0.068043,0.012693,0.011642,0.179954,0.002186,0.030234,0.456135,0.346666,0.255978,0.232853,0.220087,0.178407,0.151777,0.196314,0.173092,0.187575,0.189858,0.196796,0.204458,0.011277,0.002313,0.027707,0.023008,0.036686,0.009324,0.012405,0.001003,0.002586,0.009022,0.013540,0.001838,0.008079,0.015045,0.015028,0.085042,0.009736,0.010972,0.168662,0.002891,0.034115,0.254058,0.213897,0.257935,0.216743,0.252576,0.192249,0.201992,0.230321,0.221039,0.197208,0.201480,0.229806,0.217911,0.016248,0.003179,0.035673,0.027885,0.042555,0.011852,0.014293,0.001204,0.003316,0.011130,0.018512,0.002414,0.008144,002-Noise
0.047332,0.021813,3.198630,0.093448,0.093401,0.384726,0.046774,0.069936,-35.717344,-0.580734,-0.396689,0.282987,-0.244898,0.087674,0.407901,0.145421,0.132137,-0.280230,0.074095,0.232806,-0.011851,0.005408,0.001976,0.004278,0.002392,0.069549,0.003160,0.001622,0.000823,0.002184,0.004843,0.008777,0.004872,0.025147,0.000077,0.000000,-0.024192,0.001830,0.002249,0.004667,0.008990,0.000862,0.136710,0.013427,-0.003171,0.008652,0.001104,0.005735,-0.003018,-0.003900,-0.002118,-0.003832,-0.001247,0.004213,0.001938,0.000140,0.000036,0.000204,0.000128,-0.001161,0.000112,0.000172,0.000030,0.000065,0.000122,0.000151,0.000039,-0.000339,0.032548,0.023460,0.375281,0.064679,0.068372,0.300188,0.134236,0.060023,9.001459,0.846774,0.571834,0.398042,0.335123,0.279349,0.379203,0.250194,0.395241,0.309378,0.266423,0.261344,0.164908,0.014364,0.004036,0.011216,0.005263,0.062595,0.006637,0.004345,0.001834,0.006004,0.012160,0.018246,0.012771,0.017005,0.019114,0.012573,0.472569,0.053296,0.062711,0.215848,0.178647,0.040149,3.305148,0.663623,0.561082,0.456446,0.344586,0.315198,0.358090,0.276496,0.322297,0.280694,0.210715,0.236686,0.162710,0.016145,0.004300,0.013978,0.006195,0.029098,0.006448,0.005497,0.002286,0.008354,0.015258,0.024081,0.016553,0.013846,002-Noise
0.054365,0.016060,3.197087,0.084233,0.076395,0.531293,0.039243,0.077178,-38.068983,-0.337751,0.047044,0.234644,-0.068395,0.088628,0.206968,0.281480,0.199363,-0.221641,0.113518,0.157412,0.018483,0.002117,0.001975,0.011487,0.003741,0.084736,0.001073,0.002614,0.000501,0.000797,0.003215,0.006385,0.005141,0.028709,0.000191,0.000005,-0.000713,0.000231,-0.000101,0.005302,0.000147,0.000681,-0.002699,-0.007433,0.011595,-0.003363,-0.005534,0.007735,0.013767,-0.005738,-0.009525,-0.003467,0.005512,-0.000598,-0.002290,-0.000002,-0.000017,-0.001327,-0.000013,0.000030,0.000041,-0.000002,-0.000001,-0.000001,-0.000040,0.000309,0.000135,-0.000275,0.044585,0.016855,0.373643,0.060887,0.058734,0.408830,0.145560,0.071706,8.402092,0.886874,0.395120,0.285727,0.271651,0.236864,0.314763,0.288003,0.332359,0.311944,0.224054,0.195127,0.122688,0.005109,0.004227,0.020302,0.006596,0.056608,0.002544,0.006672,0.001017,0.001681,0.006743,0.014974,0.010315,0.014272,0.029443,0.007905,0.494463,0.037177,0.046019,0.211623,0.210618,0.041773,3.124977,0.613523,0.438205,0.234119,0.321374,0.264643,0.252049,0.220402,0.228098,0.236220,0.193295,0.146651,0.128757,0.006757,0.004876,0.023977,0.008123,0.027308,0.002979,0.008394,0.001341,0.002061,0.008354,0.019726,0.013432,0.010086,002-Noise
0.062142,0.009995,3.212659,0.110039,0.131815,0.676602,0.004164,0.104256,-26.703888,0.945981,-0.016656,-0.214712,-0.647009,0.410620,0.041895,-0.157954,-0.440567,0.132214,-0.155856,0.115360,-0.065416,0.010810,0.002511,0.012998,0.011611,0.013763,0.011307,0.019010,0.005193,0.010665,0.011704,0.012247,0.004081,0.010844,-0.000077,-0.000149,0.000978,0.000142,0.000193,0.001359,0.000056,0.000236,-0.041553,0.002609,-0.003609,0.004581,0.015183,-0.006661,0.006287,-0.001061,0.001790,0.002977,0.002189,0.005604,0.002489,-0.000104,0.000016,-0.000109,0.000032,-0.000030,0.000004,0.000071,-0.000001,0.000084,0.000029,0.000110,-0.000045,-0.000021,0.012245,0.007058,0.102749,0.015301,0.026158,0.199383,0.001410,0.017829,1.289828,0.588867,0.273551,0.338970,0.334683,0.249386,0.252327,0.201915,0.207604,0.179333,0.184451,0.182737,0.229534,0.008133,0.002193,0.011574,0.010121,0.010555,0.010832,0.016258,0.005054,0.008242,0.008496,0.009428,0.004470,0.005052,0.010042,0.003647,0.127902,0.018611,0.033783,0.129061,0.001810,0.015005,0.564547,0.357872,0.267717,0.284236,0.257888,0.228542,0.248492,0.228865,0.240201,0.213817,0.212524,0.190140,0.202661,0.010260,0.002977,0.013173,0.009855,0.012195,0.012812,0.016565,0.006027,0.008871,0.010701,0.010189,0.005476,0.005201,002-Noise
0.063153,0.188999,3.147294,0.135545,0.161491,0.204517,0.044329,0.069492,-24.976873,-0.826133,-0.996328,1.130781,-0.119576,-0.051667,0.312906,-0.075114,0.149053,-0.052526,0.033864,0.138808,-0.093490,0.005273,0.006720,0.005099,0.006176,0.005875,0.005326,0.005617,0.004473,0.004559,0.006003,0.005691,0.008995,0.015937,0.000299,0.000595,-0.000133,0.000275,0.000002,0.001342,0.000165,0.000399,0.010488,-0.025580,0.005621,0.018223,-0.012804,-0.010336,0.019400,0.004319,-0.006651,-0.001496,0.007029,0.001958,-0.003407,-0.000003,-0.000000,0.000005,0.000034,0.000056,0.000126,0.000050,0.000004,0.000000,0.000181,-0.000050,-0.000637,-0.000152,0.009426,0.132208,0.167378,0.023253,0.031539,0.155749,0.033725,0.020029,1.421199,0.538575,0.454806,0.350884,0.436534,0.388688,0.542602,0.381755,0.405944,0.489088,0.368292,0.227045,0.180469,0.013472,0.013944,0.013351,0.015361,0.016511,0.015908,0.014869,0.013180,0.013366,0.018270,0.015843,0.026761,0.018197,0.008672,0.121742,0.242064,0.029489,0.042524,0.178463,0.036579,0.026360,1.575887,0.736109,0.458528,0.304459,0.360237,0.316918,0.347843,0.305817,0.335983,0.263396,0.244248,0.222719,0.163268,0.015950,0.015254,0.015904,0.016286,0.018904,0.021106,0.017653,0.016306,0.016688,0.025417,0.020375,0.033523,0.027097,002-Noise
0.057509,0.186320,3.026089,0.106208,0.135881,0.105804,0.018226,0.068448,-22.701043,-1.181939,-1.835163,1.029463,0.071695,0.370744,0.126730,-0.409882,0.173399,0.161283,0.014797,0.146782,-0.233895,0.004502,0.002584,0.001925,0.010136,0.003802,0.003327,0.001834,0.002575,0.035383,0.007630,0.007003,0.006466,0.012851,-0.000027,-0.000069,0.003244,-0.000194,-0.000104,-0.000360,0.000109,0.000000,-0.003737,-0.004324,-0.000794,0.004686,-0.004578,-0.000622,0.003056,-0.002579,-0.000495,0.005589,-0.004308,-0.002847,0.000859,0.000026,-0.000001,0.000001,-0.000000,-0.000000,-0.000000,0.000001,0.000009,0.000074,-0.000001,0.000036,-0.000084,-0.000003,0.010394,0.065212,0.110893,0.016228,0.026327,0.028241,0.008220,0.011795,0.914187,0.665101,0.691393,0.680069,0.644488,0.533310,0.515737,0.420819,0.309441,0.280700,0.214532,0.171501,0.160166,0.004255,0.002953,0.001959,0.013486,0.004262,0.003702,0.001458,0.002477,0.035412,0.009155,0.007586,0.007048,0.008873,0.011562,0.104146,0.122496,0.019974,0.035296,0.045024,0.010168,0.012679,1.023595,0.751442,0.748696,0.823584,0.728729,0.747271,0.723966,0.614341,0.407523,0.462721,0.331000,0.241463,0.249445,0.006724,0.004316,0.002753,0.022064,0.007067,0.005946,0.002123,0.003965,0.042721,0.014845,0.012556,0.010336,0.009762,002-Noise
0.057151,0.181606,3.000166,0.111925,0.145849,0.115672,0.022724,0.065753,-22.831074,-1.102826,-1.807344,0.941396,0.133941,0.247454,0.188898,-0.343672,0.188731,0.172317,-0.008484,0.140767,-0.272512,0.004011,0.002946,0.003934,0.006705,0.006377,0.004192,0.001851,0.002138,0.029393,0.011898,0.010513,0.005841,0.011986,0.000150,0.000040,0.000058,0.000043,-0.000315,-0.000425,0.000373,0.000127,-0.032631,-0.008692,0.016009,0.014291,-0.008134,-0.009560,0.016396,-0.003112,-0.001713,0.003149,-0.010934,0.005343,0.003612,-0.000137,-0.000030,-0.000026,-0.000062,-0.000075,-0.000011,-0.000012,0.000023,0.000181,-0.000281,-0.000174,-0.000031,-0.000018,0.011747,0.061133,0.085879,0.019068,0.029144,0.052621,0.014271,0.011111,1.393812,0.825842,0.820460,0.836096,0.650329,0.515125,0.565636,0.345671,0.371954,0.262226,0.220516,0.167047,0.142923,0.004229,0.003061,0.004595,0.007988,0.010924,0.005554,0.001731,0.001372,0.029895,0.011593,0.012798,0.006311,0.007251,0.013636,0.093255,0.114352,0.027660,0.044424,0.082171,0.015929,0.012465,1.503949,0.995442,0.915093,1.053931,0.762289,0.721027,0.758268,0.443707,0.547443,0.417411,0.345448,0.248552,0.202186,0.006092,0.003615,0.006342,0.012152,0.017209,0.009239,0.002301,0.002030,0.037429,0.016675,0.016323,0.009415,0.008185,002-Noise
0.060014,0.194108,3.143635,0.116922,0.143067,0.170614,0.019772,0.069093,-23.074493,-1.118645,-1.826442,1.114270,0.054132,0.064805,0.266243,-0.204520,0.011944,0.007466,0.094423,0.194224,-0.227355,0.005389,0.006008,0.003922,0.008044,0.005637,0.007114,0.005717,0.004396,0.021381,0.005351,0.005412,0.010465,0.013566,0.000009,0.003240,0.001535,-0.000006,0.000006,-0.001753,0.000309,0.000109,0.031133,-0.005113,-0.002587,0.001665,-0.006909,0.008218,-0.004549,-0.001691,0.001151,-0.006130,0.007779,0.000751,-0.006268,0.000004,-0.000000,-0.000003,-0.000000,-0.000000,-0.000000,-0.000002,-0.000000,-0.000006,-0.000014,0.000044,0.000759,0.000201,0.009244,0.067508,0.088047,0.020135,0.030099,0.068912,0.013245,0.012047,1.047151,0.623844,0.608248,0.554507,0.589647,0.468895,0.395422,0.389332,0.335217,0.274764,0.314367,0.210536,0.160648,0.005624,0.006251,0.005717,0.013381,0.012782,0.014166,0.011852,0.008641,0.033822,0.006977,0.005190,0.013364,0.012317,0.010571,0.085519,0.118314,0.026027,0.038254,0.087395,0.013553,0.014424,1.126606,0.714748,0.690234,0.667457,0.650193,0.601837,0.470531,0.400070,0.375834,0.288957,0.331770,0.278148,0.203252,0.007448,0.008038,0.006128,0.017331,0.018279,0.017677,0.016043,0.010579,0.030059,0.010765,0.007591,0.018642,0.013691,002-Noise
0.034242,0.016762,2.901309,0.121529,0.161608,0.272182,0.022652,0.043548,-32.275722,1.508908,0.317466,0.355263,0.339844,0.053188,0.252921,0.138457,-0.094790,0.095547,0.153465,0.046022,0.029505,0.000683,0.000113,0.040037,0.000510,0.079750,0.001291,0.163093,0.000284,0.000290,0.000993,0.010998,0.000151,0.059553,-0.000132,-0.000207,0.003263,-0.001134,-0.002074,-0.000016,0.000000,-0.000036,-0.226408,-0.023673,-0.001692,-0.009576,-0.006238,0.002217,0.001080,-0.003199,-0.003986,-0.000757,-0.003075,-0.002280,-0.001066,-0.000002,-0.000000,-0.000344,-0.000003,0.000832,-0.000000,-0.001575,-0.000000,-0.000001,-0.000002,-0.000327,-0.000001,-0.000006,0.019810,0.020848,0.240947,0.020237,0.015713,0.194204,0.043261,0.041230,1.372947,0.420611,0.209319,0.201341,0.199781,0.143882,0.178474,0.173449,0.174692,0.150868,0.145639,0.146459,0.125768,0.000742,0.000121,0.033190,0.000514,0.031573,0.001109,0.089565,0.000590,0.000440,0.001319,0.010744,0.000158,0.019376,0.022070,0.028102,0.326760,0.035560,0.029789,0.173053,0.059347,0.040287,1.607896,0.395304,0.264365,0.263739,0.241451,0.174765,0.227620,0.205251,0.193885,0.191208,0.197209,0.184449,0.147418,0.001066,0.000172,0.048568,0.000706,0.042774,0.001508,0.128844,0.000732,0.000609,0.001893,0.014474,0.000220,0.028647,002-Noise
0.012160,0.002556,2.839594,0.066913,0.108802,0.283783,0.017374,0.014574,-38.977961,1.210174,-0.185582,0.049265,0.007413,0.182678,0.011762,0.037567,-0.026670,0.054619,0.004166,0.064004,0.003290,0.002359,0.002230,0.034760,0.002822,0.096523,0.004089,0.082155,0.002951,0.002980,0.003230,0.005825,0.001548,0.046417,-0.000390,-0.000000,0.016555,-0.001096,-0.001810,0.003652,0.000000,-0.000281,-0.174719,-0.014865,-0.002425,-0.001170,0.008028,-0.005684,0.007192,-0.001510,0.002021,-0.001182,-0.002437,-0.001253,0.000760,-0.000030,-0.000014,-0.000524,-0.000021,0.001031,-0.000045,-0.001656,-0.000006,-0.000027,-0.000036,-0.000065,-0.000020,-0.000008,0.007062,0.005901,0.297467,0.026468,0.033895,0.101868,0.024309,0.017686,2.866227,0.478466,0.531694,0.311628,0.246449,0.191810,0.152121,0.150597,0.129144,0.125619,0.119831,0.107154,0.093668,0.002577,0.003634,0.037257,0.003749,0.021450,0.005541,0.064365,0.006073,0.005125,0.004082,0.004463,0.002054,0.017206,0.010314,0.006427,0.369603,0.034177,0.035968,0.132650,0.046570,0.019330,1.916656,0.538083,0.416324,0.386757,0.256224,0.234899,0.220347,0.206395,0.163297,0.163580,0.171593,0.140900,0.123357,0.002991,0.003570,0.043270,0.004061,0.030093,0.004679,0.074093,0.007176,0.006214,0.004388,0.005857,0.002449,0.017585,002-Noise
0.166121,0.040650,3.252938,0.195655,0.143165,1.656338,0.002368,0.262396,-22.846532,-0.086473,-0.915410,-0.598180,-0.247060,-0.441221,-0.056598,-0.134689,0.091931,-0.287671,-0.023930,-0.280295,-0.210781,0.005543,0.023937,0.003060,0.007219,0.002217,0.002491,0.002573,0.003286,0.004478,0.004695,0.004088,0.004464,0.007822,0.000050,0.000032,0.020733,-0.001111,-0.000472,0.001065,0.000011,-0.000372,0.034478,0.007812,-0.013860,0.001593,-0.007686,-0.008188,-0.000637,0.000598,-0.001685,-0.007661,-0.003083,-0.003523,-0.002858,0.000030,0.000359,0.000032,0.000036,0.000028,0.000024,-0.000010,0.000009,-0.000002,0.000003,-0.000020,-0.000007,0.000079,0.009438,0.007810,0.095269,0.010417,0.011394,0.125505,0.001491,0.019331,0.339396,0.215978,0.200373,0.210201,0.199249,0.221760,0.164198,0.188131,0.199093,0.170520,0.151223,0.155172,0.154333,0.005053,0.007375,0.001825,0.005545,0.001271,0.001879,0.002131,0.002398,0.003819,0.003412,0.003389,0.004576,0.002756,0.010375,0.007487,0.097732,0.010019,0.013826,0.113847,0.001053,0.017916,0.332413,0.294192,0.263414,0.246570,0.233092,0.194193,0.226801,0.231638,0.229784,0.214713,0.191795,0.199111,0.194122,0.004580,0.009429,0.002350,0.006962,0.001613,0.002327,0.002640,0.002937,0.004783,0.004608,0.004476,0.004077,0.003075,002-Noise
0.009229,0.087354,2.750130,0.100865,0.190923,0.030082,0.021176,0.004183,-25.451449,2.390520,0.375646,0.626288,0.304859,0.251965,0.140292,0.353823,0.174861,0.036325,0.012722,0.047526,0.008168,0.000684,0.000280,0.053241,0.001911,0.036067,0.000392,0.318931,0.000054,0.000326,0.001070,0.008237,0.000155,0.089424,0.000050,-0.000313,0.000262,0.000172,0.000135,0.000191,0.000156,0.000000,0.003656,-0.005219,-0.001488,-0.000302,0.003782,0.000394,-0.000085,-0.002554,-0.001407,-0.002053,-0.002208,0.001404,-0.000474,-0.000003,0.000001,0.001027,0.000010,-0.000110,0.000005,-0.000817,0.000001,0.000003,0.000013,-0.000095,0.000000,-0.000176,0.006240,0.042355,0.189587,0.019420,0.024040,0.019961,0.014666,0.002171,0.946632,0.232179,0.148210,0.158110,0.176922,0.175471,0.162461,0.188547,0.149947,0.147808,0.144119,0.131639,0.138505,0.000703,0.000392,0.046193,0.002390,0.025157,0.000463,0.077792,0.000050,0.000425,0.001160,0.008786,0.000137,0.019236,0.008321,0.053753,0.285241,0.024941,0.031918,0.024317,0.017684,0.002716,1.089565,0.281108,0.180307,0.195608,0.220763,0.221794,0.200138,0.211275,0.204145,0.184659,0.184943,0.172966,0.173823,0.000954,0.000458,0.066960,0.002878,0.031604,0.000586,0.116238,0.000067,0.000479,0.001655,0.012770,0.000187,0.028401,002-Noise
